Sekvenca,PozicijeRazlika
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI023/2021|EPI_ISL_1016508|2021-01-20,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,248,703,3044,3878,3938,6149,6292,6408,6727,14023,14035,14415,17137,17295,20436,23419,25512,29025,29516,30019,30020,30021,30022,30023,30024,30025,30026,30027,30028,30029,30030,30031,30032,30033,30034,30035,30036,30037,30038,30039,30040,30041,30042,30043,30044,30045,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30071,30072,30073,30074,30075,30110,30111,30112,30113,30114,30115,30116,30117,30118,30119,30120,30121,30122,30123,30124,30125,30126,30127,30128,30129,30130,30131,30132,30133,30134,30135,30136,30137,30138,30139,30140,30141,30142,30143,30144,30145,30146,30147,30148,30149,30150,30151,30152,30153,30154,30155,30156,30157,30158,30159
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI024/2020|EPI_ISL_1016690|2020-12-25,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,248,920,3044,3274,5993,6961,11295,11296,11297,11298,11299,11300,11301,11302,11303,14206,14415,14683,15103,15286,16183,17053,21772,21773,21774,21775,21776,21777,21998,21999,22000,23079,23287,23419,23620,23725,24522,24930,28014,28090,28137,28153,28319,28328,28329,28330,28929,28930,28931,29025,30024,30025,30026,30027,30028,30029,30030,30031,30032,30033,30034,30035,30036,30037,30038,30039,30040,30041,30042,30043,30044,30045,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30071,30072,30073,30074,30075,30110,30111,30112,30113,30114,30115,30116,30117,30118,30119,30120,30121,30122,30123,30124,30125,30126,30127,30128,30129,30130,30131,30132,30133,30134,30135,30136,30137,30138,30139,30140,30141,30142,30143,30144,30145,30146,30147,30148,30149,30150,30151,30152,30153,30154,30155,30156,30157,30158,30159
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI025/2021|EPI_ISL_1016822|2021-01-15,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,248,3044,4550,5636,9533,11229,11504,13134,14000,14415,15773,16896,17026,18884,22724,23008,23419,25579,26359,26754,26895,29023,29447,29475,29808,29809,29810,29811,29812,29813,29814,29815,29816,29817,29818,29819,29820,29821,29822,29823,29824,29825,29826,29827,29828,29829,29830,29831,29832,29833,29834,29835,29836,29837,29999,30000,30001,30002,30003,30004,30005,30006,30007,30008,30009,30010,30011,30012,30013,30014,30015,30016,30017,30018,30019,30020,30021,30022,30023,30024,30025,30026,30027,30028,30029,30030,30031,30032,30033,30034,30035,30036,30037,30038,30039,30040,30041,30042,30043,30044,30045,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30071,30072,30073,30074,30075,30110,30111,30112,30113,30114,30115,30116,30117,30118,30119,30120,30121,30122,30123,30124,30125,30126,30127,30128,30129,30130,30131,30132,30133,30134,30135,30136,30137,30138,30139,30140,30141,30142,30143,30144,30145,30146,30147,30148,30149,30150,30151,30152,30153,30154,30155,30156,30157,30158,30159
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI026/2021|EPI_ISL_1016842|2021-01-16,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,248,703,3044,3878,3938,6149,6292,6408,6727,7784,14023,14035,14415,17137,17295,20436,23419,25512,29025,29516,30041,30042,30043,30044,30045,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30071,30072,30073,30074,30075,30110,30111,30112,30113,30114,30115,30116,30117,30118,30119,30120,30121,30122,30123,30124,30125,30126,30127,30128,30129,30130,30131,30132,30133,30134,30135,30136,30137,30138,30139,30140,30141,30142,30143,30144,30145,30146,30147,30148,30149,30150,30151,30152,30153,30154,30155,30156,30157,30158,30159
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI027/2021|EPI_ISL_1016843|2021-01-28,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,248,920,3044,3274,3794,5395,5993,6961,11295,11296,11297,11298,11299,11300,11301,11302,11303,14415,14606,14683,15103,15286,16183,18093,21772,21773,21774,21775,21776,21777,21998,21999,22000,23079,23287,23419,23620,23725,24522,24930,28014,28090,28137,28153,28319,28328,28329,28330,28929,28930,28931,29025,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30071,30072,30073,30074,30075,30110,30111,30112,30113,30114,30115,30116,30117,30118,30119,30120,30121,30122,30123,30124,30125,30126,30127,30128,30129,30130,30131,30132,30133,30134,30135,30136,30137,30138,30139,30140,30141,30142,30143,30144,30145,30146,30147,30148,30149,30150,30151,30152,30153,30154,30155,30156,30157,30158,30159
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI028/2021|EPI_ISL_1016884|2021-02-04,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,248,836,3044,3271,8054,12078,12995,14415,14704,15605,16401,17111,18035,18183,20275,21772,21773,21774,21775,21776,21777,22134,22895,23419,23892,24926,25706,25966,26991,28949,29782,30033,30034,30035,30036,30037,30038,30039,30040,30041,30042,30043,30044,30045,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30071,30072,30073,30074,30075,30110,30111,30112,30113,30114,30115,30116,30117,30118,30119,30120,30121,30122,30123,30124,30125,30126,30127,30128,30129,30130,30131,30132,30133,30134,30135,30136,30137,30138,30139,30140,30141,30142,30143,30144,30145,30146,30147,30148,30149,30150,30151,30152,30153,30154,30155,30156,30157,30158,30159
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI029/2021|EPI_ISL_1016885|2021-02-05,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,248,3044,4550,5636,6242,9533,10175,11504,14000,14415,15661,15773,16896,17026,18884,23008,23419,25579,26754,26895,26991,29023,29447,29516,29782,30001,30002,30003,30004,30005,30006,30007,30008,30009,30010,30011,30012,30013,30014,30015,30016,30017,30018,30019,30020,30021,30022,30023,30024,30025,30026,30027,30028,30029,30030,30031,30032,30033,30034,30035,30036,30037,30038,30039,30040,30041,30042,30043,30044,30045,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30071,30072,30073,30074,30075,30110,30111,30112,30113,30114,30115,30116,30117,30118,30119,30120,30121,30122,30123,30124,30125,30126,30127,30128,30129,30130,30131,30132,30133,30134,30135,30136,30137,30138,30139,30140,30141,30142,30143,30144,30145,30146,30147,30148,30149,30150,30151,30152,30153,30154,30155,30156,30157,30158,30159
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI030/2021|EPI_ISL_1016968|2021-02-09,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,248,920,3044,3274,5395,5993,6961,11295,11296,11297,11298,11299,11300,11301,11302,11303,14206,14415,14683,15103,15286,16183,17053,21772,21773,21774,21775,21776,21777,21998,21999,22000,23079,23287,23419,23620,23725,24522,24930,28014,28090,28137,28153,28319,28328,28329,28330,28929,28930,28931,29025,30039,30040,30041,30042,30043,30044,30045,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30071,30072,30073,30074,30075,30110,30111,30112,30113,30114,30115,30116,30117,30118,30119,30120,30121,30122,30123,30124,30125,30126,30127,30128,30129,30130,30131,30132,30133,30134,30135,30136,30137,30138,30139,30140,30141,30142,30143,30144,30145,30146,30147,30148,30149,30150,30151,30152,30153,30154,30155,30156,30157,30158,30159
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI031/2021|EPI_ISL_1016969|2021-02-09,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,248,920,3044,3274,5395,5993,6961,11295,11296,11297,11298,11299,11300,11301,11302,11303,14206,14415,14683,15103,15286,16183,21772,21773,21774,21775,21776,21777,21998,21999,22000,23079,23287,23419,23620,23725,24522,24930,28014,28090,28137,28153,28319,28328,28329,28330,28929,28930,28931,29025,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30071,30072,30073,30074,30075,30110,30111,30112,30113,30114,30115,30116,30117,30118,30119,30120,30121,30122,30123,30124,30125,30126,30127,30128,30129,30130,30131,30132,30133,30134,30135,30136,30137,30138,30139,30140,30141,30142,30143,30144,30145,30146,30147,30148,30149,30150,30151,30152,30153,30154,30155,30156,30157,30158,30159
hCoV-19/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI032/2021|EPI_ISL_1016970|2021-02-11,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,248,1471,3044,5519,8054,11894,12995,14415,15542,15605,17111,17829,18035,20275,21772,21773,21774,21775,21776,21777,22895,23419,24926,25368,25703,26991,28555,29782,30021,30022,30023,30024,30025,30026,30027,30028,30029,30030,30031,30032,30033,30034,30035,30036,30037,30038,30039,30040,30041,30042,30043,30044,30045,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30071,30072,30073,30074,30075,30110,30111,30112,30113,30114,30115,30116,30117,30118,30119,30120,30121,30122,30123,30124,30125,30126,30127,30128,30129,30130,30131,30132,30133,30134,30135,30136,30137,30138,30139,30140,30141,30142,30143,30144,30145,30146,30147,30148,30149,30150,30151,30152,30153,30154,30155,30156,30157,30158,30159
